Code quest2a~
ID quest3a~
Keywords ~
TT   1
Room 0
Mob  4003
Obj  0
Int  1
Plo  1
Clr  1
Code quest3a~
ID tydung01~
Keywords ~
TT   1
Room 0
Mob  66660
Obj  0
Int  0
Plo  1
Clr  0
Code tythief~
ID tydung02~
Keywords ~
TT   1
Room 66828
Mob  0
Obj  0
Int  0
Plo  1
Clr  0
Code tylocate~
ID tydung03~
Keywords ~
TT   1
Room 66797
Mob  0
Obj  0
Int  0
Plo  1
Clr  0
Code tylocate~
ID tydung04~
Keywords ~
TT   1
Room 66845
Mob  0
Obj  0
Int  0
Plo  1
Clr  0
Code tylocate~
ID tydung05~
Keywords ~
TT   1
Room 66867
Mob  0
Obj  0
Int  0
Plo  1
Clr  0
Code tylocate~
ID tydung13~
Keywords ~
TT   1
Room 0
Mob  66648
Obj  0
Int  0
Plo  1
Clr  0
Code tydtlk02~
ID tydung15~
Keywords ~
TT   1
Room 0
Mob  66647
Obj  0
Int  0
Plo  1
Clr  0
Code tydtlk04~
ID tydung17~
Keywords ~
TT   1
Room 0
Mob  66650
Obj  0
Int  0
Plo  1
Clr  0
Code tydtlk06~
ID tydung19~
Keywords ~
TT   1
Room 0
Mob  66686
Obj  0
Int  0
Plo  1
Clr  0
Code tydtlk08~
ID prison09~
Keywords 22060~
TT   1
Room 0
Mob  22005
Obj  0
Int  0
Plo  1
Clr  0
Code prison09~
ID prison28~
Keywords ~
TT   1
Room 0
Mob  22504
Obj  0
Int  0
Plo  1
Clr  0
Code prison28~
ID prison05~
Keywords ~
TT   1
Room 0
Mob  22001
Obj  0
Int  0
Plo  1
Clr  0
Code prison05~
ID nalign3~
Keywords ~
TT   2
Room 65000
Mob  0
Obj  0
Int  0
Plo  1
Clr  0
Code nalign3~
ID tyrsis02~
Keywords ~
TT   2
Room 0
Mob  66547
Obj  0
Int  0
Plo  1
Clr  0
Code tytalk02~
ID prison12~
Keywords ~
TT   2
Room 0
Mob  22005
Obj  0
Int  0
Plo  1
Clr  0
Code prison12~
ID hlwander10~
Keywords ~
TT   3
Room 0
Mob  1009
Obj  0
Int  0
Plo  0
Clr  0
Code hlwander2~
ID hlwander9~
Keywords ~
TT   3
Room 0
Mob  1008
Obj  0
Int  0
Plo  0
Clr  0
Code hlwander2~
ID hlwander8~
Keywords ~
TT   3
Room 0
Mob  1007
Obj  0
Int  0
Plo  0
Clr  0
Code hlwander2~
ID hlwander7~
Keywords ~
TT   3
Room 0
Mob  1006
Obj  0
Int  0
Plo  0
Clr  0
Code hlwander2~
ID hlwander6~
Keywords ~
TT   3
Room 0
Mob  1005
Obj  0
Int  0
Plo  0
Clr  0
Code hlwander2~
ID hlwander5~
Keywords ~
TT   3
Room 0
Mob  1004
Obj  0
Int  0
Plo  0
Clr  0
Code hlwander2~
ID hlwander4~
Keywords ~
TT   3
Room 0
Mob  1003
Obj  0
Int  0
Plo  0
Clr  0
Code hlwander2~
ID hlwander3~
Keywords ~
TT   3
Room 0
Mob  1002
Obj  0
Int  0
Plo  0
Clr  0
Code hlwander2~
ID hlwander2~
Keywords ~
TT   3
Room 0
Mob  1001
Obj  0
Int  0
Plo  0
Clr  0
Code hlwander2~
ID hlwander~
Keywords ~
TT   3
Room 0
Mob  1000
Obj  0
Int  0
Plo  0
Clr  0
Code hlwander2~
ID dncastle~
Keywords ~
TT   3
Room 0
Mob  18901
Obj  0
Int  0
Plo  0
Clr  0
Code dncastle~
ID upcastle~
Keywords ~
TT   3
Room 0
Mob  18921
Obj  0
Int  0
Plo  0
Clr  0
Code upcastle~
ID nalign2~
Keywords remainneutralforever~
TT   4
Room 65042
Mob  0
Obj  0
Int  0
Plo  1
Clr  0
Code nalign2~
ID nalign1~
Keywords choosealignnow~
TT   4
Room 65042
Mob  0
Obj  0
Int  0
Plo  1
Clr  0
Code nalign1~
ID tydung26~
Keywords jump~
TT   4
Room 66784
Mob  0
Obj  0
Int  0
Plo  1
Clr  0
Code tyvine02~
ID tydung25~
Keywords jump~
TT   4
Room 66785
Mob  0
Obj  0
Int  0
Plo  1
Clr  0
Code tyvine01~
ID tydung23~
Keywords dig~
TT   4
Room 66772
Mob  0
Obj  0
Int  0
Plo  1
Clr  0
Code tydig03~
ID tydung20~
Keywords dig~
TT   4
Room 66783
Mob  0
Obj  0
Int  0
Plo  1
Clr  0
Code tydig01~
ID vnum60422~
Keywords pull~
TT   4
Room 60422
Mob  0
Obj  0
Int  0
Plo  1
Clr  0
Code pullrope~
ID vnum60423~
Keywords pull~
TT   4
Room 60423
Mob  0
Obj  0
Int  0
Plo  1
Clr  0
Code pullrope~
ID towexit~
Keywords peer~
TT   4
Room 66547
Mob  0
Obj  0
Int  0
Plo  1
Clr  0
Code towext~
ID prison16~
Keywords move~
TT   4
Room 22083
Mob  0
Obj  0
Int  0
Plo  1
Clr  0
Code prison16~
ID prison17~
Keywords jump~
TT   4
Room 0
Mob  0
Obj  22024
Int  0
Plo  1
Clr  0
Code prison17~
ID prison18~
Keywords jump~
TT   4
Room 0
Mob  0
Obj  22025
Int  0
Plo  1
Clr  0
Code prison18~
ID prison19~
Keywords move~
TT   4
Room 22076
Mob  0
Obj  0
Int  0
Plo  1
Clr  0
Code prison19~
ID prison20~
Keywords dive~
TT   4
Room 22215
Mob  0
Obj  0
Int  0
Plo  1
Clr  0
Code prison20~
ID prison21~
Keywords dig~
TT   4
Room 22218
Mob  0
Obj  0
Int  1
Plo  1
Clr  0
Code prison21~
ID prison23~
Keywords jump~
TT   4
Room 22215
Mob  0
Obj  0
Int  0
Plo  1
Clr  0
Code prison23~
ID prison22~
Keywords jump~
TT   4
Room 22214
Mob  0
Obj  0
Int  0
Plo  1
Clr  0
Code prison22~
ID neut02~
Keywords 'quest please'~
TT   7
Room 0
Mob  66974
Obj  0
Int  0
Plo  1
Clr  0
Code neut02~
ID neut01~
Keywords heal~
TT   7
Room 0
Mob  66974
Obj  0
Int  0
Plo  1
Clr  0
Code neut01~
ID prison33~
Keywords out prison how~
TT   7
Room 0
Mob  22506
Obj  0
Int  0
Plo  1
Clr  0
Code prison33~
ID prison31~
Keywords "dank hollow" dank hollow~
TT   7
Room 0
Mob  22504
Obj  0
Int  0
Plo  1
Clr  0
Code prison31~
ID prison30~
Keywords yes yeah somethin something~
TT   7
Room 0
Mob  22504
Obj  0
Int  0
Plo  1
Clr  0
Code prison30~
ID duckyes~
Keywords yep sure okay yes~
TT   7
Room 0
Mob  3601
Obj  0
Int  0
Plo  1
Clr  0
Code ducksay~
ID nectier1~
Keywords tier1~
TT   7
Room 0
Mob  225
Obj  0
Int  0
Plo  0
Clr  0
Code tier1set~
ID nectier3~
Keywords tier3~
TT   7
Room 0
Mob  225
Obj  0
Int  0
Plo  0
Clr  0
Code tier3set~
ID nectier2~
Keywords tier2~
TT   7
Room 0
Mob  225
Obj  0
Int  0
Plo  0
Clr  0
Code tier2set~
ID necrot1~
Keywords ~
TT   7
Room 0
Mob  225
Obj  0
Int  0
Plo  0
Clr  0
Code tier1set~
ID nechom~
Keywords home~
TT   7
Room 0
Mob  225
Obj  0
Int  0
Plo  0
Clr  0
Code kil1~
ID wart4~
Keywords tier4~
TT   7
Room 0
Mob  215
Obj  0
Int  0
Plo  0
Clr  0
Code tier4set~
ID heat4~
Keywords tier4~
TT   7
Room 0
Mob  220
Obj  0
Int  0
Plo  0
Clr  0
Code tier4set~
ID rant4~
Keywords tier4~
TT   7
Room 0
Mob  216
Obj  0
Int  0
Plo  0
Clr  0
Code tier4set~
ID tint4~
Keywords tier4~
TT   7
Room 0
Mob  217
Obj  0
Int  0
Plo  0
Clr  0
Code tier4set~
ID wizt4~
Keywords tier4~
TT   7
Room 0
Mob  221
Obj  0
Int  0
Plo  0
Clr  0
Code tier4set~
ID myst4~
Keywords tier4~
TT   7
Room 0
Mob  222
Obj  0
Int  0
Plo  0
Clr  0
Code tier4set~
ID cont4~
Keywords tier4~
TT   7
Room 0
Mob  223
Obj  0
Int  0
Plo  0
Clr  0
Code tier4set~
ID batt4~
Keywords tier4~
TT   7
Room 0
Mob  224
Obj  0
Int  0
Plo  0
Clr  0
Code tier4set~
ID thit4~
Keywords tier4~
TT   7
Room 0
Mob  218
Obj  0
Int  0
Plo  0
Clr  0
Code tier4set~
ID asst4~
Keywords tier4~
TT   7
Room 0
Mob  219
Obj  0
Int  0
Plo  0
Clr  0
Code tier4set~
ID ranarm4~
Keywords tier4~
TT   7
Room 16021
Mob  0
Obj  0
Int  0
Plo  0
Clr  0
Code rantier4~
ID wararm4~
Keywords tier4~
TT   7
Room 16002
Mob  0
Obj  0
Int  0
Plo  0
Clr  0
Code wartier4~
ID wiztier1~
Keywords tier1~
TT   7
Room 16038
Mob  0
Obj  0
Int  0
Plo  0
Clr  0
Code wizarm1~
ID thiarm3~
Keywords tier3~
TT   7
Room 16070
Mob  0
Obj  0
Int  0
Plo  0
Clr  0
Code thiarm3~
ID tharm2~
Keywords tier2~
TT   7
Room 16070
Mob  0
Obj  0
Int  0
Plo  0
Clr  0
Code thiarm2~
ID tharm1~
Keywords tier1~
TT   7
Room 16070
Mob  0
Obj  0
Int  0
Plo  0
Clr  0
Code thiarm1~
ID wizt3~
Keywords tier3~
TT   7
Room 0
Mob  221
Obj  0
Int  0
Plo  0
Clr  0
Code tier3set~
ID wizt2~
Keywords tier2~
TT   7
Room 0
Mob  221
Obj  0
Int  0
Plo  0
Clr  0
Code tier2set~
ID wizt1~
Keywords tier1~
TT   7
Room 0
Mob  221
Obj  0
Int  0
Plo  0
Clr  0
Code tier1set~
ID myst3~
Keywords tier3~
TT   7
Room 0
Mob  222
Obj  0
Int  0
Plo  0
Clr  0
Code tier3set~
ID myst2~
Keywords tier2~
TT   7
Room 0
Mob  222
Obj  0
Int  0
Plo  0
Clr  0
Code tier2set~
ID myst1~
Keywords tier1~
TT   7
Room 0
Mob  222
Obj  0
Int  0
Plo  0
Clr  0
Code tier1set~
ID cont3~
Keywords tier3~
TT   7
Room 0
Mob  223
Obj  0
Int  0
Plo  0
Clr  0
Code tier3set~
ID cont2~
Keywords tier2~
TT   7
Room 0
Mob  223
Obj  0
Int  0
Plo  0
Clr  0
Code tier2set~
ID cont1~
Keywords tier1~
TT   7
Room 0
Mob  223
Obj  0
Int  0
Plo  0
Clr  0
Code tier1set~
ID batt3~
Keywords tier3~
TT   7
Room 0
Mob  224
Obj  0
Int  0
Plo  0
Clr  0
Code tier3set~
ID batt2~
Keywords tier2~
TT   7
Room 0
Mob  224
Obj  0
Int  0
Plo  0
Clr  0
Code tier2set~
ID batt1~
Keywords tier1~
TT   7
Room 0
Mob  224
Obj  0
Int  0
Plo  0
Clr  0
Code tier1set~
ID thit3~
Keywords tier3~
TT   7
Room 0
Mob  218
Obj  0
Int  0
Plo  0
Clr  0
Code tier3set~
ID thit2~
Keywords tier2~
TT   7
Room 0
Mob  218
Obj  0
Int  0
Plo  0
Clr  0
Code tier2set~
ID thit1~
Keywords tier1~
TT   7
Room 0
Mob  218
Obj  0
Int  0
Plo  0
Clr  0
Code tier1set~
ID asst3~
Keywords tier3~
TT   7
Room 0
Mob  219
Obj  0
Int  0
Plo  0
Clr  0
Code tier3set~
ID asst2~
Keywords tier2~
TT   7
Room 0
Mob  219
Obj  0
Int  0
Plo  0
Clr  0
Code tier2set~
ID mazetemp~
Keywords ~
TT   7
Room 0
Mob  0
Obj  0
Int  0
Plo  0
Clr  0
Code none~
ID dnsaylddr~
Keywords ladder~
TT   7
Room 0
Mob  18901
Obj  0
Int  0
Plo  0
Clr  0
Code sayladder~
ID sayladder~
Keywords ladder~
TT   7
Room 0
Mob  18921
Obj  0
Int  0
Plo  0
Clr  0
Code sayladder~
ID conhom~
Keywords home~
TT   7
Room 0
Mob  223
Obj  0
Int  0
Plo  0
Clr  0
Code kil1~
ID heapas~
Keywords passage~
TT   7
Room 0
Mob  5194
Obj  0
Int  0
Plo  0
Clr  0
Code heatik~
ID batpas~
Keywords passage~
TT   7
Room 0
Mob  5212
Obj  0
Int  0
Plo  0
Clr  0
Code battik~
ID thipas~
Keywords passage~
TT   7
Room 0
Mob  5174
Obj  0
Int  0
Plo  0
Clr  0
Code thitik~
ID wartik~
Keywords passage~
TT   7
Room 0
Mob  5184
Obj  0
Int  0
Plo  0
Clr  0
Code wartik~
ID asstlp~
Keywords assassins~
TT   7
Room 0
Mob  5180
Obj  0
Int  0
Plo  0
Clr  0
Code asschk~
ID asshom~
Keywords home~
TT   7
Room 0
Mob  219
Obj  0
Int  0
Plo  0
Clr  0
Code kil1~
ID thitlp~
Keywords thiefs~
TT   7
Room 0
Mob  5174
Obj  0
Int  0
Plo  0
Clr  0
Code thichk~
ID thihom~
Keywords home~
TT   7
Room 0
Mob  218
Obj  0
Int  0
Plo  0
Clr  0
Code kil1~
ID batttlp~
Keywords battlemasters~
TT   7
Room 0
Mob  5212
Obj  0
Int  0
Plo  0
Clr  0
Code battchk~
ID batthom~
Keywords home~
TT   7
Room 0
Mob  224
Obj  0
Int  0
Plo  0
Clr  0
Code kil1~
ID mystlp~
Keywords mystics~
TT   7
Room 0
Mob  5204
Obj  0
Int  0
Plo  0
Clr  0
Code myschk~
ID myshom~
Keywords home~
TT   7
Room 0
Mob  222
Obj  0
Int  0
Plo  0
Clr  0
Code kil1~
ID wiztlp~
Keywords wizards~
TT   7
Room 0
Mob  5200
Obj  0
Int  0
Plo  0
Clr  0
Code wizchk~
ID wizhom~
Keywords home~
TT   7
Room 0
Mob  221
Obj  0
Int  0
Plo  0
Clr  0
Code kil1~
ID tinktlp~
Keywords tinkers~
TT   7
Room 0
Mob  5192
Obj  0
Int  0
Plo  0
Clr  0
Code tinkchk~
ID tinkhom~
Keywords home~
TT   7
Room 0
Mob  217
Obj  0
Int  0
Plo  0
Clr  0
Code kil1~
ID mazedeath~
Keywords 'ready'~
TT   7
Room 0
Mob  101
Obj  0
Int  1
Plo  0
Clr  1
Code mazemaste~
ID ton6~
Keywords warriors~
TT   7
Room 0
Mob  5184
Obj  0
Int  0
Plo  0
Clr  0
Code war4gld~
ID ton4~
Keywords home~
TT   7
Room 0
Mob  215
Obj  0
Int  0
Plo  1
Clr  0
Code kil1~
ID newbie2~
Keywords 'war' 'evil'~
TT   7
Room 0
Mob  100
Obj  0
Int  0
Plo  0
Clr  0
Code chwar~
ID newbie~
Keywords 'history' 'story' 'what is this place'~
TT   7
Room 0
Mob  100
Obj  0
Int  1
Plo  0
Clr  1
Code newbie~
ID newbie3~
Keywords 'Peace' 'good'~
TT   7
Room 0
Mob  100
Obj  0
Int  1
Plo  1
Clr  1
Code chpeace~
ID healhom~
Keywords home~
TT   7
Room 0
Mob  220
Obj  0
Int  0
Plo  0
Clr  0
Code kil1~
ID healtlp~
Keywords healers~
TT   7
Room 0
Mob  5194
Obj  0
Int  0
Plo  0
Clr  0
Code healchk~
ID rnghm~
Keywords home~
TT   7
Room 0
Mob  216
Obj  0
Int  0
Plo  0
Clr  0
Code kil1~
ID rngtlp~
Keywords rangers~
TT   7
Room 0
Mob  5188
Obj  0
Int  0
Plo  0
Clr  0
Code rngchk~
ID conjhm~
Keywords ~
TT   7
Room 0
Mob  223
Obj  0
Int  0
Plo  0
Clr  0
Code conjhom~
ID conjchk~
Keywords conjurers~
TT   7
Room 0
Mob  5208
Obj  0
Int  0
Plo  0
Clr  0
Code conjchk~
ID gldchktrg~
Keywords test~
TT   7
Room 0
Mob  5020
Obj  0
Int  0
Plo  0
Clr  0
Code gldchktst~
ID wizpas~
Keywords passage~
TT   7
Room 0
Mob  5200
Obj  0
Int  0
Plo  0
Clr  0
Code wiztik~
ID myspas~
Keywords passage~
TT   7
Room 0
Mob  5204
Obj  0
Int  0
Plo  0
Clr  0
Code mystik~
ID conjpas~
Keywords passage~
TT   7
Room 0
Mob  5208
Obj  0
Int  0
Plo  0
Clr  0
Code conjtik~
ID ranpas~
Keywords passage~
TT   7
Room 0
Mob  5188
Obj  0
Int  0
Plo  0
Clr  0
Code rantik~
ID tinpas~
Keywords passage~
TT   7
Room 0
Mob  5192
Obj  0
Int  0
Plo  0
Clr  0
Code tintik~
ID saylevel1~
Keywords first~
TT   7
Room 0
Mob  30702
Obj  0
Int  0
Plo  0
Clr  0
Code elvlevel1~
ID saylevel3~
Keywords third~
TT   7
Room 0
Mob  30702
Obj  0
Int  0
Plo  0
Clr  0
Code elvlevel3~
ID saylevel2~
Keywords second~
TT   7
Room 0
Mob  30702
Obj  0
Int  0
Plo  0
Clr  0
Code elvlevel2~
ID sayentrance~
Keywords entrance~
TT   7
Room 0
Mob  30702
Obj  0
Int  0
Plo  0
Clr  0
Code elventrc~
ID kiljsay~
Keywords yes~
TT   7
Room 0
Mob  30929
Obj  0
Int  0
Plo  0
Clr  0
Code kiljasay~
ID asst1~
Keywords tier1~
TT   7
Room 0
Mob  219
Obj  0
Int  0
Plo  0
Clr  0
Code tier1set~
ID tint1~
Keywords tier1~
TT   7
Room 0
Mob  217
Obj  0
Int  0
Plo  0
Clr  0
Code tier1set~
ID tint2~
Keywords tier2~
TT   7
Room 0
Mob  217
Obj  0
Int  0
Plo  0
Clr  0
Code tier2set~
ID tint3~
Keywords tier3~
TT   7
Room 0
Mob  217
Obj  0
Int  0
Plo  0
Clr  0
Code tier3set~
ID rant2~
Keywords tier2~
TT   7
Room 0
Mob  216
Obj  0
Int  0
Plo  0
Clr  0
Code tier2set~
ID rant3~
Keywords tier3~
TT   7
Room 0
Mob  216
Obj  0
Int  0
Plo  0
Clr  0
Code tier3set~
ID heat1~
Keywords tier1~
TT   7
Room 0
Mob  220
Obj  0
Int  0
Plo  0
Clr  0
Code tier1set~
ID heat2~
Keywords tier2~
TT   7
Room 0
Mob  220
Obj  0
Int  0
Plo  0
Clr  0
Code tier2set~
ID heat3~
Keywords tier3~
TT   7
Room 0
Mob  220
Obj  0
Int  0
Plo  0
Clr  0
Code tier3set~
ID wart1~
Keywords tier1~
TT   7
Room 0
Mob  215
Obj  0
Int  0
Plo  0
Clr  0
Code tier1set~
ID wart2~
Keywords tier2~
TT   7
Room 0
Mob  215
Obj  0
Int  0
Plo  0
Clr  0
Code tier2set~
ID wart3~
Keywords tier3~
TT   7
Room 0
Mob  215
Obj  0
Int  0
Plo  0
Clr  0
Code tier3set~
ID wiztier2~
Keywords tier2~
TT   7
Room 16038
Mob  0
Obj  0
Int  0
Plo  0
Clr  0
Code wizarm2~
ID wizarm3~
Keywords tier3~
TT   7
Room 16038
Mob  0
Obj  0
Int  0
Plo  0
Clr  0
Code wiztier3~
ID wizarm1~
Keywords tier1~
TT   7
Room 16021
Mob  0
Obj  0
Int  0
Plo  0
Clr  0
Code rantier1~
ID ranarm2~
Keywords tier2~
TT   7
Room 16021
Mob  0
Obj  0
Int  0
Plo  0
Clr  0
Code rantier2~
ID ranarm3~
Keywords tier3~
TT   7
Room 16021
Mob  0
Obj  0
Int  0
Plo  0
Clr  0
Code rantier3~
ID heaarm1~
Keywords tier1~
TT   7
Room 16013
Mob  0
Obj  0
Int  0
Plo  0
Clr  0
Code heatier1~
ID heaarm2~
Keywords tier2~
TT   7
Room 16013
Mob  0
Obj  0
Int  0
Plo  0
Clr  0
Code heatier2~
ID heaarm3~
Keywords tier3~
TT   7
Room 16013
Mob  0
